"Reference Period","Source Agency","Tidal (MW)","Biomass (MW)","Geothermal (MW)","Wind (MW)","Solar (MW)","Nuclear (MW)","Pumped-Storage Hydroelectric (MW)","Hydroelectric (MW)","Other Energy Source (MW)","Petroleum (MW)","Natural Gas (MW)","Coal (MW)","Primary Renewable Energy Source","Primary Energy Source","Total Renewable Capacity (MW)","Total Capacity (MW)","Address","Zip Code / Postal Code","State / Province / Territory","County","City (Site Name)","Longitude","Latitude","Operator Name","Owner Name (Company)","Facility Name","Country"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","18","0","0","0","0","0","0","0","0","Wind","Wind","18","18","6185 Industrial Way","94551","California","Alameda","Livermore","-121.614392","37.763653","","Diablo Wind LLC","Diablo Wind LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.2","0","0","0","0","Hydroelectric","Hydroelectric","1.2","1.2","Water Street","13601","New York","Jefferson","Watertown","-75.886102","43.978626","","CHI Energy Inc","Diamond Island Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","29.7","0","0","0","0","Hydroelectric","Hydroelectric","29.7","29.7","33552 Newport Road","92596","California","Riverside","Winchester","-117.0698","33.6808","","Metropolitan Water District of S CA","Diamond Valley Lake","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.3","0","0","0","0","0","0","0","Solar","Solar","1.3","1.3","33725 E. Grand Avenue","92596","California","Riverside","Winchester","-117.0725","33.713056","","Diamond Valley Solar LLC","Diamond Valley Solar Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","30","0","0","0","0","0","0","0","0","Wind","Wind","30","30","HWY 12","59313","Montana","Fallon","Baker","-104.1836","46.2753","","Montana-Dakota Utilities Co","Diamond Willow Wind Facility","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.8","0","0","0","0","Hydroelectric","Hydroelectric","1.8","1.8","Mill Street","13648","New York","Lewis","Harrisville","-75.321725","44.151944","","EONY Generation Limited","Diana Hydroelectric","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","1434 Dibrell Rd","27311","North Carolina","Rockingham","Pelham","-79.528056","36.471667","","Dibrell Farm LLC","Dibrell Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2.3","0","0","0","0","0","0","0","Solar","Solar","2.3","2.3","2641 Deadrick Ave SE","55313","Minnesota","Wright","Buffalo","-93.813799","45.11444","","Great River Energy","Dickinson Solar Array","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","4.8","0","0","0","0","Hydroelectric","Hydroelectric","4.8","4.8","8 Mi E. 5 Mi S. of Shoshone","83324","Idaho","Lincoln","Shoshone","-114.267952","42.836046","","BP Hydro Associates","Dietrich Drop","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","7.3","0","0","0","0","0","0","0","0","Wind","Wind","7.3","7.3","Indian AV / I10","92258","California","Riverside","Palm Springs","-116.5364","33.9603","","New Dimension Energy Company, LLC","Difwind Farms Ltd I","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","5.5","0","0","0","0","0","0","0","0","Wind","Wind","5.5","5.5","Indian Av / I10","92258","California","Riverside","Palm Springs","-116.5364","33.9603","","New Dimension Energy Company, LLC","Difwind Farms Ltd II","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","11.7","0","0","0","0","0","0","0","0","Wind","Wind","11.7","11.7","Indian Avenue (s of railroad)","92258","California","Riverside","Palm Springs","-116.5642","33.9211","","New Dimension Energy Company, LLC","Difwind Farms Ltd V","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","27.1","0","0","0","0","0","0","0","0","Wind","Wind","27.1","27.1","7021 Oak Creek Road","93501","California","Kern","Mojave","-118.1714","35.0506","","EDF Renewable Asset Holdings, Inc.","Difwind Farms Ltd VI","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","51.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","51.5","51.5","10525 Old Highway 99 South","97432","Oregon","Douglas","Dillard","-123.4156","43.0895","","Roseburg Forest Products Co","Dillard Complex","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.8","0","0","0","0","Hydroelectric","Hydroelectric","1.8","1.8","858 Old Colorado Hwy #9","80435","Colorado","Summit","Summit","-106.0662","39.6208","","Denver City & County of","Dillon Hydro Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","45","0","0","0","0","0","0","0","0","Wind","Wind","45","45","19020 North Indian Ave Ste 7-C","92258","California","Riverside","North Palm Springs","-116.5527","33.9393","","Avangrid Renewables LLC","Dillon Wind LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","17.4","0","0","0","0","0","0","0","0","Wind","Wind","17.4","17.4","1400 Dinosaur Point","93635","California","Merced","Los Banos","-121.1708","37.0478","","International Turbine Res Inc","Dinosaur Point","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","11.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","11.5","11.5","6929 Ave 430","93654","California","Tulare","Reedley","-119.419176","36.571485","","Dinuba Energy","Dinuba Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","6675 Avenue 412","93618","California","Tulare","Dinuba","-119.426388","36.538056","","Sustainable Power Group, LLC","Dinuba Wastewater Treatment Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","156.8","0","0","0","0","Hydroelectric","Hydroelectric","156.8","156.8","Cherry Lake Road","95321","California","Tuolumne","Groveland","-119.9675","37.896649","","City & County of San Francisco","Dion R Holm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.5","0","0","0","0","0","0","0","Solar","Solar","1.5","1.5","45401 Division Street","93535","California","Los Angeles","Lancaster","-118.130556","34.708333","","SolarCity Corporation","Division 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","45404 Division Street","93535","California","Los Angeles","Lancaster","-118.130556","34.708333","","SolarCity Corporation","Division 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","45406 Division Street","93535","California","Los Angeles","Lancaster","-118.130556","34.708333","","SolarCity Corporation","Division 3","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","28.2","0","0","0","0","Hydroelectric","Hydroelectric","28.2","28.2","815 Dix Dam Rd","40330","Kentucky","Mercer","Harrodsburg","-84.7028","37.7864","","Kentucky Utilities Co","Dix Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","4","0","0","0","0","0","0","0","Solar","Solar","4","4","230 Dixon Dairy Road","28086","North Carolina","Cleveland","Kings Mountain","-81.410833","35.199167","","Dixon Dairy Road","Dixon Dairy Road Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3","0","0","0","0","Hydroelectric","Hydroelectric","3","3","201 East River Street","61021","Illinois","Lee","Dixon","-89.481286","41.845306","","STS Hydropower Ltd","Dixon Hydroelectric Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","4.4","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","4.4","4.4","1279 Batan Road","61021","Illinois","Lee","Dixon","-89.384821","41.737507","","Illinois Electricial Gen Partn","Dixon/Lee Energy Partners LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","2","0","0","0","0","0","0","0","0","Wind","Wind","2","2","80442 350th Avenue","56119","Minnesota","Jackson","Brewster","-95.368611","43.651389","","Brewster","DL Windy Acres LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","6.5","0","0","0","0","0","0","0","Solar","Solar","6.5","6.5","63539 180th Ave","55927","Minnesota","Dodge","Dodge Center","-92.881554","44.026007","","Enel Green Power NA, Inc.","Dodge Center Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","5","0","0","0","0","Hydroelectric","Hydroelectric","5","5","61 Dodge Falls Road","3740","New Hampshire","Grafton","Bath","-72.0581","44.2081","","Dodge Falls Associates LP","Dodge Falls Associates","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3.4","0","0","0","0","0","0","0","Solar","Solar","3.4","3.4","15013 Denver West Blvd.","80401","Colorado","Jefferson","Golden","-105.170993","39.740896","","DOE National Renewable Energy Laboratory","DOE Golden NREL Main Campus","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.1","0","0","0","0","0","0","0","Solar","Solar","1.1","1.1","18200 Highway 28","80403","Colorado","Jefferson","Golden","-105.2318","39.909","","DOE National Renewable Energy Laboratory","DOE Golden NWTC Load Side","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","8.8","0","0","0","0","0","0","0","0","Wind","Wind","8.8","8.8","18200 Highway 128","80403","Colorado","Jefferson","Golden","-105.2153","39.9139","","DOE National Renewable Energy Laboratory","DOE Golden NWTC Turbine Side","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","20","0","0","0","0","0","0","0","Solar","Solar","20","20","34880 Highway 903","27874","North Carolina","Halifax","Scotland Neck","-77.409167","36.125","","Dogwood Solar, LLC","Dogwood Solar, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","5","0","0","0","0","Hydroelectric","Hydroelectric","5","5","1 Van Buren Extension","13329","New York","Herkimer","Dolgeville","-74.766961","43.090635","","EONY Generation Limited","Dolgeville Hydro","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","3001 Earhart Rd","48105","Michigan","Washtenaw","Ann Arbor","-83.680252","42.323377","","DTE Electric Company","Domino Farms Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","49.8","0","0","0","0","0","18.5","0","0","0","0","Biomass","Biomass","68.3","68.3","144 Main Street","4694","Maine","Washington","Baileyville","-67.4012","45.1554","","Woodland Pulp LLC","Domtar - Woodland Mill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","50","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","50","50","100 Clinchfield Street","37660","Tennessee","Sullivan","Kingsport","-82.5667","36.5489","","Domtar Paper Co LLC Kingsport Mill","Domtar Kingsport Mill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","121.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","121.5","121.5","NC Hwy 149 N","27962","North Carolina","Martin","Plymouth","-76.7831","35.8628","","Domtar Paper Company LLC","Domtar Paper Co LLC Plymouth NC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","4.4","0","0","0","0","Hydroelectric","Hydroelectric","4.4","4.4","200 North Grand Ave","54474","Wisconsin","Marathon","Rothschild","-89.6272","44.8867","","Domtar Paper Company Rothschild","Domtar Paper Company Rothschild","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","22.5","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","22.5","22.5","1132 Gabbs Valley Road","89420","Nevada","Mineral","Gabbs","-118.323889","38.836667","","ORNI 47, LLC","Don A Campbell 1 Geothermal","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","25","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","25","25","1132 Gabbs Valley Road","89420","Nevada","Mineral","Luning","-118.325339","38.835836","","WakeSun LLC","Don A Campbell 2 Geothermal","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","170.8","0","0","0","0","Hydroelectric","Hydroelectric","170.8","170.8","21 Bonds Flat Road","95329","California","Tuolumne","La Grange","-120.420152","37.695994","","Turlock Irrigation District","Don Pedro","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","72","0","0","0","0","Hydroelectric","Hydroelectric","72","72","None","95364","California","Tuolumne","None","-120.034072","38.246656","","Oakdale&South San Joaquin Irrigation D.","Donnells","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","19.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","19.8","19.8","609 7 Mile Road","29448","South Carolina","Dorchester","Harleyville","-80.450278","33.238611","","EDF Renewable Asset Holdings, Inc.","Dorchester Biomass","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","220 Victory Rd","2122","Massachusetts","Suffolk","Dorchester","-71.047171","42.300802","","Massachusetts Electric Co","Dorchester Solar Site","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","7.5","0","0","0","0","Hydroelectric","Hydroelectric","7.5","7.5","37999 Spillway Road","97424","Oregon","Lane","Cottage Grove","-122.958056","43.786667","","Dorena Hydro, LLC","Dorena Hydro-Electric Facility","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","4.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","4.5","4.5","305 County Line Road","83338","Idaho","Jerome","Jerome","-114.471911","42.853942","","AgPower Jerome LLC","Double A Digester","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","150.8","0","0","0","0","Hydroelectric","Hydroelectric","150.8","150.8","850 Powerhouse Way","37725","Tennessee","Sevier","Dandridge","-83.5393","35.9623","","Tennessee Valley Authority","Douglas Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","6 Brookline Terrace","1516","Massachusetts","Worcester","Douglas","-71.73","42.06","","Consolidated Edison Development Inc.","Douglas Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","10","0","0","0","0","0","0","0","Solar","Solar","10","10","1455 White Oak Blvd","19901","Delaware","Kent","Dover","-75.504444","39.183611","","White Oak Solar Energy LLC","Dover Sun Park","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","4.1","0","0","0","0","0","0","0","Solar","Solar","4.1","4.1","4300 US Highway 1","8852","New Jersey","Middlesex","Monmouth Junction","-74.58685","40.369772","","Dow Jones & Co","Dow Jones South Brunswick Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","407 NC 45 S","27977","North Carolina","Hertford","Cofield","-76.916944","36.361944","","Downs Farm Solar, LLC","Downs Farm Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","E5494 370th Ave","54751","Wisconsin","Dunn","Menomonee","-91.8841","44.81423","","SoCore Energy LLC","Downsville DPC Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","2001 Old Dragstrip St","28601","North Carolina","Burke","Hickory","-81.416111","35.758056","","Dragstrip Farm LLC","Dragstrip Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","108","0","0","0","0","0","0","0","0","Wind","Wind","108","108","","73082","Oklahoma","Grady","Rush Springs","-97.957222","34.827778","","Enel Green Power NA, Inc.","Drift Sand Wind Project LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","5.7","0","0","0","0","Hydroelectric","Hydroelectric","5.7","5.7","Interstate 8","92250","California","Imperial","Holtville","-114.942666","32.711611","","Imperial Irrigation District","Drop 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","10","0","0","0","0","Hydroelectric","Hydroelectric","10","10","Interstate 8","92250","California","Imperial","Holtville","-115.030975","32.705435","","Imperial Irrigation District","Drop 2 (CA)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.5","0","0","0","0","Hydroelectric","Hydroelectric","2.5","2.5","4981 West Wapato Rd","98951","Washington","Yakima","Wapato","-120.5342","46.4492","","Yakama Power","Drop 2 (WA)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","9.2","0","0","0","0","Hydroelectric","Hydroelectric","9.2","9.2","Interstate 8","92250","California","Imperial","Holtville","-115.126103","32.705428","","Imperial Irrigation District","Drop 3 (CA)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.6","0","0","0","0","Hydroelectric","Hydroelectric","1.6","1.6","7761 Progressive Rd","98951","Washington","Yakima","Wapato","-120.559997","46.423133","","Yakama Power","Drop 3 (WA)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","19.6","0","0","0","0","Hydroelectric","Hydroelectric","19.6","19.6","3675 E. Highway 98","92250","California","Imperial","Holtville","-115.219067","32.705341","","Imperial Irrigation District","Drop 4","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","4","0","0","0","0","Hydroelectric","Hydroelectric","4","4","Calexico New Port of Entry","92231","California","Imperial","Calexico","-115.392026","32.673097","","Imperial Irrigation District","Drop 5","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.4","0","0","0","0","Hydroelectric","Hydroelectric","2.4","2.4","19420 Pahgre Road","81403","Colorado","Montrose","Montrose","-107.810213","38.404377","","Drop 5 Hydro LLC","Drop 5","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","49.2","0","0","0","0","Hydroelectric","Hydroelectric","49.2","49.2","Drum Powerhouse Road","95701","California","Placer","Alta","-120.767437","39.256873","","Pacific Gas & Electric Co","Drum 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","53.1","0","0","0","0","Hydroelectric","Hydroelectric","53.1","53.1","Drum Powerhouse Road","95701","California","Placer","Alta","-120.767046","39.257388","","Pacific Gas & Electric Co","Drum 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","3.2","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","3.2","3.2","6250 Dry Creek Road","97524","Oregon","Jackson","Eagle Point","-122.7718","42.3844","","Oregon Environmental Industries LLC","Dry Creek LFG to Energy Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3.6","0","0","0","0","Hydroelectric","Hydroelectric","3.6","3.6","Highway 22","83244","Idaho","Butte","Howe","-112.719439","44.027444","","Dry Creek LLC","Dry Creek Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","65.1","0","0","0","0","0","0","0","0","Wind","Wind","65.1","65.1","533 SR 377","85928","Arizona","Navajo","Herber","-110.1734","34.6062","","Avangrid Renewables LLC","Dry Lake Wind II LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","63","0","0","0","0","0","0","0","0","Wind","Wind","63","63","533 SR 377","85928","Arizona","Navajo","Herber","-110.2842","34.6596","","Avangrid Renewables LLC","Dry Lake Wind LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2.6","0","0","0","0","0","0","0","Solar","Solar","2.6","2.6","24511 W Jayne Avenue","93210","California","Fresno","Coalinga","-120.218453","36.13726","","Team-Solar, Inc.","DSH (CA) - Coalinga State Hospital","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","4.5","0","0","0","0","0","0","0","Solar","Solar","4.5","4.5","206 Macks Island Drive","7832","New Jersey","Warren","Columbia","-75.065155","40.843699","","Marina Energy LLC","DSM Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","7.2","0","0","0","0","Hydroelectric","Hydroelectric","7.2","7.2","Dam Road","54455","Wisconsin","Portage","Eau Pleine","-89.6511","44.6647","","Consolidated Water Power Co","Du Bay","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","4.1","0","0","0","0","0","0","0","Solar","Solar","4.1","4.1","612 Parker Dairy Rd.","31021","Georgia","Laurens","Dublin","-82.926","32.581","","Dublin Solar I, LLC","Dublin Solar I","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3.4","0","0","0","0","0","0","0","Solar","Solar","3.4","3.4","4925-4945 W. 86th Street","46268","Indiana","Marion","Indianapolis","-86.245278","39.910833","","Half Moon Ventures, LLC","Duke Building 129","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2.7","0","0","0","0","0","0","0","Solar","Solar","2.7","2.7","5355 W. 76th Street","46268","Indiana","Marion","Indianapolis","-86.255556","39.890833","","Half Moon Ventures, LLC","Duke Building 87","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2.7","0","0","0","0","0","0","0","Solar","Solar","2.7","2.7","8250-8258 Zionsville Road","46268","Indiana","Marion","Indianapolis","-86.26","39.904722","","Half Moon Ventures, LLC","Duke Building 98","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","3198 Dulles Drive","91752","California","Riverside","Jurupa Valley","-117.517753","34.030119","","Golden Springs Development Company LLC","Dulles","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","111","0","0","0","0","0","0","0","0","Wind","Wind","111","111","124 Dunlap Road","82329","Wyoming","Carbon","Medicine Bow","-106.160278","42.043611","","PacifiCorp","Dunlap","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3.6","0","0","0","0","Hydroelectric","Hydroelectric","3.6","3.6","394 Canal Lane","78155","Texas","Guadalupe","New Brannfels","-98.045934","29.640187","","Guadalupe Blanco River Authority","Dunlap TP 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","700 Webb Road","28334","North Carolina","Harnett","Dunn","-78.548611","35.475","","Dunn Solar, LLC","Dunn","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1","0","0","0","0","Hydroelectric","Hydroelectric","1","1","4921 Rt.58N","13642","New York","St Lawrence","Gouverneur","-75.50274","44.336358","","Dunn Paper","Dunn Paper","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","160 Houston Lane","28349","North Carolina","Duplin","Kenansville","-77.980388","34.960083","","Soltage LLC","Duplin Solar I LLC (160 Houston Lane)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","181 Revelle Rd","28398","North Carolina","Duplin","Warsaw","-78.078333","35.011944","","Heelstone Energy Holdings, LLC","Duplin Solar LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","10","0","0","0","0","0","0","0","0","Wind","Wind","10","10","","97907","Oregon","Baker","Huntington","-117.323056","44.353056","","Durbin Creek","Durbin Creek Windfarm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","1.6","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","1.6","1.6","16060 SW 85th Ave","97224","Oregon","Washington","Tigard","-122.765822","45.400524","","Clean Water Services","Durham AWTF","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3.5","0","0","0","0","0","0","0","Solar","Solar","3.5","3.5","2418 Cheek Road","27704","North Carolina","Durham","Durham","-78.848475","36.004941","","Heelstone Energy Holdings, LLC","Durham Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","22","0","0","0","0","Hydroelectric","Hydroelectric","22","22","Dutch Flat Road","95701","California","Placer","Alta","-120.835587","39.216985","","Pacific Gas & Electric Co","Dutch Flat","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","27.3","0","0","0","0","Hydroelectric","Hydroelectric","27.3","27.3","Diggins Road","95714","California","Nevada","Dutch Flat","-120.8352","39.2184","","Nevada Irrigation District","Dutch Flat 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","37.5","0","0","0","0","0","0","0","0","Wind","Wind","37.5","37.5","11219 Dutch Hill Road","14826","New York","Steuben","Cohocton","-77.4967","42.5456","","First Wind O&M, LLC","Dutch Hill Wind Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","8","0","0","0","0","0","0","0","0","Wind","Wind","8","8","1mi Wof Indian Ave","92258","California","Riverside","North Palm Springs","-116.5603","33.8942","","Dutch Energy Corporation","Dutch Wind Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","9.2","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","9.2","9.2","96 Sand Dock Road","12601","New York","Dutchess","Poughkeepsie","-73.943","41.647","","Dutchess County RRA","Dutchess Cnty Resource Recovery Facility","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.2","0","0","0","0","Hydroelectric","Hydroelectric","1.2","1.2","165 Front St","1020","Massachusetts","Hampden","Chicopee","-72.610949","42.149497","","NAEA Energy Massachusetts  LLC","Dwight","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","400","0","0","0","0","Hydroelectric","Hydroelectric","400","400","P.O. BOX 48","83520","Idaho","Clearwater","Ahsahka","-116.2977","46.5143","","USACE Northwestern Division","Dworshak","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","22","0","0","0","0","Hydroelectric","Hydroelectric","22","22","00 Conklingville Roud, CR 10","12846","New York","Saratoga","Lake Luzerne","-73.920785","43.318906","","Erie Boulevard Hydropower LP","E J West","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","10","0","0","0","0","0","980.6","757.1","Solar","Natural Gas","10","1747.7","815 Dix Dam Rd","40330","Kentucky","Mercer","Harrodsburg","-84.71257","37.78831","","Kentucky Utilities Co","E W Brown","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","34740 Merced Ave","93308","California","Kern","Bakersfield","-119.060029","35.534584","","WGL Energy Systems, Inc","E&B Resources","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.1","0","0","0","0","0","0","0","Solar","Solar","1.1","1.1","900 North Rosamond BLVD","93524","California","Kern","Edwards Air Force Bas","-117.907222","34.9325","","Ahana Renewables, LLC","EAFB - North Base","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.1","0","0","0","0","0","0","0","Solar","Solar","1.1","1.1","5 South Wolfe Avenue","93524","California","Kern","Edwards Air Force Bas","-117.900278","34.917222","","Ahana Renewables, LLC","EAFB - South Base","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","6","0","0","0","0","Hydroelectric","Hydroelectric","6","6","9296 Adsit Trail","13327","New York","Lewis","Croghan","-75.200831","43.909714","","Erie Boulevard Hydropower LP","Eagle","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","9.6","0","0","0","0","Hydroelectric","Hydroelectric","9.6","9.6","FM 1907 & Del Rio Hwy","78852","Texas","Maverick","Eagle Pass","-100.552234","28.829535","","Maverick Cty Water Control & Improvement","Eagle Pass","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.8","0","0","0","0","Hydroelectric","Hydroelectric","2.8","2.8","2405 Borphy Road","97524","Oregon","Jackson","Eagle Point","-122.757062","42.514575","","PacifiCorp","Eagle Point","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","5454 County Road 346","81652","Colorado","Garfield","Silt","-107.696111","39.526111","","Eagle Springs Solar LLC","Eagle Springs Solar LLC","United States"
