"Reference Period","Source Agency","Tidal (MW)","Biomass (MW)","Geothermal (MW)","Wind (MW)","Solar (MW)","Nuclear (MW)","Pumped-Storage Hydroelectric (MW)","Hydroelectric (MW)","Other Energy Source (MW)","Petroleum (MW)","Natural Gas (MW)","Coal (MW)","Primary Renewable Energy Source","Primary Energy Source","Total Renewable Capacity (MW)","Total Capacity (MW)","Address","Zip Code / Postal Code","State / Province / Territory","County","City (Site Name)","Longitude","Latitude","Operator Name","Owner Name (Company)","Facility Name","Country"
"201708","Emera","0","30","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","30","30","","","Nova Scotia","","Brooklyn","-64.695611","44.051547","Emera Energy","","Brooklyn Energy Centre","Canada"
"201708","Innergex","0","0","0","0","0","0","0","7.2","0","0","0","0","Hydroelectric","Hydroelectric","7.2","7.2","","","British Columbia","","Prince Rupert","-129.8436681","54.0272525","Innergex Inc","Innergex Inc","Brown Lake","Canada"
"201708","Hydro-Québec","0","0","0","0","0","0","0","56","0","0","0","0","Hydroelectric","Hydroelectric","56","56","","","Québec","","Outaouais","-76.6318174","45.6611391","Hydro-Québec","Hydro-Québec","Bryson","Canada"
"2000","Statistics Canada","0","0","0","0","0","0","0","1.8","0","0","0","0","Hydroelectric","Hydroelectric","1.8","1.8","","","Newfoundland and Labrador","","Buchans Lake","-56.8314098","48.8220145","","","Buchans","Canada"
"201708","MERN","0","0","0","0","0","0","0","11.2","0","0","0","0","Hydroelectric","Hydroelectric","11.2","11.2","","","Québec","","Buckingham","-75.4222794","45.589494","Fiducie Boralex Énergie/Boralex Inc","Fiducie Boralex Énergie/Boralex Inc","Buckingham","Canada"
"201612","CanWEA","0","0","0","29.2","0","0","0","0","0","0","0","0","Wind","Wind","29.2","29.2","","","Alberta","","","-110.0831039","52.5090742","Bluearth Renewables","Bluearth Renewables","Bull Creek","Canada"
"201703","IESO","0","0","0","0","0","0","0","1.1","0","0","0","0","Hydroelectric","Hydroelectric","1.1","1.1","","","Ontario","","Burks Falls","-79.411751","45.6197969","Bracebridge Generation Ltd","Bracebridge Generation Limited","Burk's Falls","Canada"
"201704","BC Hydro IPP supply","0","8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","8","8","","","British Columbia","","Delta","-123.0159203","49.0977382","VF Clean Energy","VF Clean Energy","Burns Bog LFG","Canada"
"201703","IESO","0","0","0","0","7","0","0","0","0","0","0","0","Solar","Solar","7","7","","","Ontario","","Merrickville","-75.8197715","44.9777825","TransCanada Energy Ltd","TransCanada Energy Ltd","Burritts Rapids","Canada"
"201708","OPG","0","0","0","0","0","0","0","5","0","0","0","0","Hydroelectric","Hydroelectric","5","5","","","Ontario","","Calabogie","-76.7087221","45.3046722","Ontario Power Generation Inc","","Calabogie","Canada"
"201703","IESO","0","0","0","0","0","0","0","8.8","0","0","0","0","Hydroelectric","Hydroelectric","8.8","8.8","","","Ontario","","Atikokan","-92.1540138","48.7937457","H2O Power LP","H2O Power LP","Calm Lake","Canada"
"201708","IESO Capability Report","0","38","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","38","38","","","Ontario","","Hearst","-84.0736089","49.7455965","","Atlantic Power Corp","Calstock","Canada"
"201708","Brookfield Renewable","0","0","0","0","0","0","0","4.2","0","0","0","0","Hydroelectric","Hydroelectric","4.2","4.2","","","Ontario","","Webbwood","-82.1492846","46.2821843","Brookfield Renewable Energy Partners","","Cameron Falls - BRP","Canada"
"201708","OPG","0","0","0","0","0","0","0","92","0","0","0","0","Hydroelectric","Hydroelectric","92","92","","","Ontario","","Thunder Bay","-88.3457309","49.1535653","Ontario Power Generation Inc","","Cameron Falls - OPG","Canada"
"201703","IESO","0","0","0","0","0","0","0","5.5","0","0","0","0","Hydroelectric","Hydroelectric","5.5","5.5","","","Ontario","","Kapuskasing","-82.5372927","49.2963981","Amik-Ctr Hydrokap LP","Amik-Ctr Hydrokap LP","Camp Three Rapids","Canada"
"201703","IESO","0","0","0","0","0","0","0","2","0","0","0","0","Hydroelectric","Hydroelectric","2","2","","","Ontario","","Campbellford","-77.7724939","44.3351369","Algonquin Power","Campbellford-Seymour Electric Generation Inc","Campbellford","Canada"
"201409","Government of Newfoundland and Labrador","0","0","0","0","0","0","0","6.3","0","0","0","0","Hydroelectric","Hydroelectric","6.3","6.3","","","Newfoundland and Labrador","","Horse Chops River","-52.9371814","47.0958623","Newfoundland Light & Power Co Ltd","","Cape Broyle","Canada"
"201612","CanWEA","0","0","0","99","0","0","0","0","0","0","0","0","Wind","Wind","99","99","","","British Columbia","","Port Hardy","-128.003295","50.7890205","Gdf Suez Canada (40%) / Mitsui (30%) / Fiera Axium (30%)","Gdf Suez Canada (40%) / Mitsui (30%) / Fiera Axium (30%)","Cape Scott","Canada"
"201704","BC Hydro IPP supply","0","61","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","61","61","","","British Columbia","","Quesnel","-122.4852664","52.997039","Caribou Pulp and Paper Company","Daishowa-Marubeni International Ltd (Dmi) & West Fraser Mills Ltd (50/50)","Cariboo Pulp & Paper  Company","Canada"
"201612","CanWEA","0","0","0","99","0","0","0","0","0","0","0","0","Wind","Wind","99","99","","","New Brunswick","","Restigouche","-66.4135133","47.5071381","Gdf Suez","","Caribou","Canada"
"201708","OPG","0","0","0","0","0","0","0","91","0","0","0","0","Hydroelectric","Hydroelectric","91","91","","","Ontario","","Caribou Falls","-94.9743762","50.2624684","Ontario Power Generation Inc","","Caribou Falls","Canada"
"201708","Hydro-Québec","0","0","0","0","0","0","0","753","0","0","0","0","Hydroelectric","Hydroelectric","753","753","","","Québec","","Outaouais","-74.3830074","45.5686517","Hydro-Québec","Hydro-Québec","Carillon","Canada"
"201612","CanWEA","0","0","0","109.5","0","0","0","0","0","0","0","0","Wind","Wind","109.5","109.5","","","Québec","","Carleton-sur-Mer","-66.1389666","48.2065227","","Innergex Inc (38%)","Carleton","Canada"
"201708","IESO Capability Report","0","0","0","0","0","0","0","20","0","0","0","0","Hydroelectric","Hydroelectric","20","20","","","Ontario","","Fauquier-Strickland","-82.0308275","49.1458411","Brookfield Renewable Energy Partners","","Carmichael","Canada"
"201708","TransAlta","0","0","0","0","0","0","0","36","0","0","0","0","Hydroelectric","Hydroelectric","36","36","","","Alberta","","Banff","-115.502093","51.2001858","TransAlta (100%)","TransAlta (100%)","Cascade","Canada"
"201703","IESO","0","0","0","0","0","0","0","1.2","0","0","0","0","Hydroelectric","Hydroelectric","1.2","1.2","","","Ontario","","Parry Sound","-80.0267279","45.3504286","Parry Sound Powergen Corp","Bracebridge Generation Limited","Cascade Street","Canada"
"201612","CanWEA","0","0","0","39.5","0","0","0","0","0","0","0","0","Wind","Wind","39.5","39.5","","","Alberta","","Pincher Creek","-114.0275553","49.5159999","Vision Quest (TransAlta)","Vision Quest (TransAlta)","Castle River","Canada"
"201612","CanWEA","0","0","0","75.9","0","0","0","0","0","0","0","0","Wind","Wind","75.9","75.9","","","Alberta","","Pincher Creek","-113.9629544","49.5561137","Enel","Enel","Castle Rock Ridge","Canada"
"201708","NL Hydro","0","0","0","0","0","0","0","127","0","0","0","0","Hydroelectric","Hydroelectric","127","127","","","Newfoundland and Labrador","","Cat Arm River","-56.7649598","50.0258271","Newfoundland Labrador Hydroelectric Corp (Nalcor Energy)","","Cat Arm","Canada"
"201512","BCH/ STC","0","38","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","38","38","","","British Columbia","","Crofton","-123.6500286","48.8757067","Catalyst Paper","","Catalyst Paper Crofton","Canada"
"2000","Statistics Canada","0","17","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","17","17","4000 Stamp Ave","","British Columbia","","Port Alberni","-124.8111853","49.2473708","Catalyst Paper","","Catalyst Paper Port Alberni","Canada"
"201612","CanWEA","0","0","0","100","0","0","0","0","0","0","0","0","Wind","Wind","100","100","","","Ontario","","Forest","-82.052755","43.0827904","Cedar Point II LP","Cedar Point II LP","Cedar Point","Canada"
"201704","BC Hydro IPP supply","0","1.4","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","1.4","1.4","","","British Columbia","","Nanaimo","-123.8964223","49.1183857","Regional District of Nanaimo (Rdn)/ Cedar Road LFG Inc","Cedar Road LFG Inc","Cedar Road LFG","Canada"
"201612","CanWEA","0","0","0","149.4","0","0","0","0","0","0","0","0","Wind","Wind","149.4","149.4","","","Saskatchewan","","Swift Current","-107.4578711","50.162055","Saskatchewan Power Corp","Saskatchewan Power Corp","Centennial","Canada"
"201708","Northland Power","0","28","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","28","28","","","Québec","","Chapais","-74.8568182","49.770923","Chapais Energie Societe en Commandites","","Chapais","Canada"
"201512","Biomass Magazine","0","7.2","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","7.2","7.2","","","Ontario","","Chapleau","-83.4279504","47.8430508","Tembec Inc","Tembec Inc","Chapleau Cogeneration","Canada"
"201612","SaskPower","0","0","0","0","0","0","0","10","0","0","0","0","Hydroelectric","Hydroelectric","10","10","","","Saskatchewan","","Charlot River","-109.112944","59.6123238","Saskatchewan Power Corp","Saskatchewan Power Corp","Charlot River","Canada"
"201612","CanWEA","0","0","0","101.2","0","0","0","0","0","0","0","0","Wind","Wind","101.2","101.2","","","Ontario","","Port Alma","-82.3225767","42.2064839","Kruger Energy Chatham LP","Kruger Energy Chatham LP","Chatham","Canada"
"201703","IESO","0","0","0","0","0","0","0","8.4","0","0","0","0","Hydroelectric","Hydroelectric","8.4","8.4","","","Ontario","","Ottawa","-75.7138604","45.4191275","Hydro Ottawa","Energy Ottawa Inc","Chaudiere 2","Canada"
"201703","IESO","0","0","0","0","0","0","0","9.3","0","0","0","0","Hydroelectric","Hydroelectric","9.3","9.3","","","Ontario","","Ottawa","-75.7148528","45.420427","Hydro Ottawa","Energy Ottawa Inc","Chaudiere 4","Canada"
"201708","BC Hydro","0","0","0","0","0","0","0","158","0","0","0","0","Hydroelectric","Hydroelectric","158","158","","","British Columbia","","Cheakamus River","-123.2909846","49.933702","BC Hydro","BC Hydro","Cheakamus","Canada"
"201612","CanWEA","0","0","0","10","0","0","0","0","0","0","0","0","Wind","Wind","10","10","","","Nova Scotia","","","-63.8378909","44.7707082","","","Chebucto Pockwock","Canada"
"201708","Hydro-Québec","0","0","0","0","0","0","0","152","0","0","0","0","Hydroelectric","Hydroelectric","152","152","","","Québec","","Outaouais","-75.7774758","45.512532","Hydro-Québec","Hydro-Québec","Chelsea","Canada"
"201708","OPG","0","0","0","0","0","0","0","144","0","0","0","0","Hydroelectric","Hydroelectric","144","144","","","Ontario","","Horton","-76.6738051","45.583833","Ontario Power Generation (OPG)","Ontario Power Generation (OPG)","Chenaux","Canada"
"201703","IESO","0","0","0","0","0","0","0","1.7","0","0","0","0","Hydroelectric","Hydroelectric","1.7","1.7","","","Ontario","","Blind River","-83.0655109","46.3125747","Acres Productive Technologies Inv","1149377 Ontario Limited","Chiblow Lake","Canada"
"201708","MERN","0","0","0","0","0","0","0","8.2","0","0","0","0","Hydroelectric","Hydroelectric","8.2","8.2","","","Québec","","Chicoutimi","-71.0763369","48.4261672","Hydro Saguenay","Hydro Saguenay","Chicoutimi","Canada"
"201612","CanWEA","0","0","0","30","0","0","0","0","0","0","0","0","Wind","Wind","30","30","","","Alberta","","Taber","-112.3292013","49.693289","Suncor / EHN/ Enbridge","Suncor / EHN/ Enbridge","Chin Chute","Canada"
"2012","Irrican Power","0","0","0","0","0","0","0","11","0","0","0","0","Hydroelectric","Hydroelectric","11","11","","","Alberta","","Lethbridge County","-112.3445726","49.6755727","Irrican Power","","Chin Hydro Plant","Canada"
"201708","Synex","0","0","0","0","0","0","0","6.5","0","0","0","0","Hydroelectric","Hydroelectric","6.5","6.5","","","British Columbia","","Port Alberni","-124.7394651","49.1856055","Upnit Power LP","Synex (12.5%) / Hupacasath & Ucluelet  First Nations & the City of Port Alberni (87.5%)","China Creek","Canada"
"201708","Hydro-Québec","0","0","0","0","0","0","0","5428","0","0","0","0","Hydroelectric","Hydroelectric","5428","5428","","","Newfoundland and Labrador","","Churchill Falls","-63.9650853","53.5294132","Churchill Falls (Labrador) Corp Ltd (Subsidiary of Newfoundland Labrador Hydro)","","Churchill Falls","Canada"
"201708","MERN","0","0","0","0","0","0","0","5.3","0","0","0","0","Hydroelectric","Hydroelectric","5.3","5.3","","","Québec","","Rivière Chicoutimi","-71.1288786","48.3863847","Ville de Saguenay /Hydro-Jonquière","Ville de Saguenay /Hydro-Jonquière","Chute Garneau","Canada"
"201708","MERN","0","0","0","0","0","0","0","224","0","0","0","0","Hydroelectric","Hydroelectric","224","224","","","Québec","","Jonquiere","-71.2536082","48.4506293","Rio Tinto (Rt)","Rio Tinto (Rt)","Chute-à-Caron","Canada"
"201708","MERN","0","0","0","0","0","0","0","258","0","0","0","0","Hydroelectric","Hydroelectric","258","258","","","Québec","","Sainte Monique","-71.8395233","48.7535945","Rio Tinto Alcan","Rio Tinto Alcan","Chute-à-la-Savane","Canada"
"201708","Hydro-Québec","0","0","0","0","0","0","0","62","0","0","0","0","Hydroelectric","Hydroelectric","62","62","","","Québec","","Saint-Maurice","-73.7182909","47.8929405","Hydro-Québec","Hydro-Québec","Chute-Allard","Canada"
"201708","MERN","0","0","0","0","0","0","0","13.6","0","0","0","0","Hydroelectric","Hydroelectric","13.6","13.6","","","Québec","","Saint David de Falardeau","-71.2033543","48.6511321","Hydro Saguenay","Hydro Saguenay","Chute-aux-Galets","Canada"
"201708","Hydro-Québec","0","0","0","0","0","0","0","10","0","0","0","0","Hydroelectric","Hydroelectric","10","10","","","Québec","","Outaouais","-74.6843707","45.7740335","Hydro-Québec","Hydro-Québec","Chute-Bell","Canada"
"201708","MERN","0","0","0","0","0","0","0","1.4","0","0","0","0","Hydroelectric","Hydroelectric","1.4","1.4","","","Québec","","Sainte Jeanne d'Arc","-72.0661373","48.8424655","Hydro-Morin (Société en Nom Collectif)","Hydro-Morin (Société en Nom Collectif)","Chute-Blanche","Canada"
"201601","","0","0","0","0","0","0","0","1.6","0","0","0","0","Hydroelectric","Hydroelectric","1.6","1.6","","","Québec","","","-72.0186218","45.1462698","","Hydro-Québec","Chute-Burroughs","Canada"
"201708","MERN","0","0","0","0","0","0","0","854.4","0","0","0","0","Hydroelectric","Hydroelectric","854.4","854.4","","","Québec","","Mont Valin","-71.1664881","49.8374135","Rio Tinto Alcan","Rio Tinto Alcan","Chute-des-Passes","Canada"
"201708","MERN","0","0","0","0","0","0","0","305.8","0","0","0","0","Hydroelectric","Hydroelectric","305.8","305.8","","","Québec","","Sainte Monique","-71.6974062","48.7806696","Rio Tinto Alcan","Rio Tinto Alcan","Chute-du-Diable","Canada"
"201708","Hydro-Québec","0","0","0","0","0","0","0","29","0","0","0","0","Hydroelectric","Hydroelectric","29","29","","","Québec","","Saint-François","-72.4501946","45.8631915","Hydro-Québec","Hydro-Québec","Chute-Hemmings","Canada"
"201708","Hydro-Québec","0","0","0","0","0","0","0","9.9","0","0","0","0","Hydroelectric","Hydroelectric","9.9","9.9","","","Québec","","Rivière Franquelin","-67.8599845","49.3083311","Société d’énergie Rivière Franquelin Inc","Société d’énergie Rivière Franquelin Inc","Chutes à Thompson","Canada"
"201708","MERN","0","0","0","0","0","0","0","10.8","0","0","0","0","Hydroelectric","Hydroelectric","10.8","10.8","","","Québec","","Sainte Christine d'Auvergne","-72.0082467","46.7903796","Société d'Énergie Columbus Inc","Société d'Énergie Columbus Inc","Chutes-à-Gorry","Canada"
"201708","MERN","0","0","0","0","0","0","0","25","0","0","0","0","Hydroelectric","Hydroelectric","25","25","","","Québec","","Riviere Chaudiere","-71.2849899","46.7154032","Innergex Inc","Innergex Inc","Chutes-de-la-Chaudière","Canada"
"201703","IESO","0","0","0","0","10","0","0","0","0","0","0","0","Solar","Solar","10","10","","","Ontario","","Chesterville","-75.2244754","45.1562516","Citylights LP","Axium City Light LP","Citylights","Canada"
"201506","BC Hydro Quick Facts","0","0","0","0","0","0","0","2","0","0","0","0","Hydroelectric","Hydroelectric","2","2","","","British Columbia","","Bella Coola","-126.8139119","52.3700948","BC Hydro","BC Hydro","Clayton Falls","Canada"
"201612","CanWEA","0","0","0","9.9","0","0","0","0","0","0","0","0","Wind","Wind","9.9","9.9","","","Ontario","","Clear Creek Wind Farm","-80.5721681","42.5879175","Aim Powergen Corp","","Clear Creek","Canada"
"201703","IESO","0","0","0","0","0","0","0","52","0","0","0","0","Hydroelectric","Hydroelectric","52","52","","","Ontario","","Sault Ste. Marie","-84.3471851","46.514771","Brookfield Renewable Energy Partners","Brookfield Renewable Power Inc","Clergue","Canada"
"201708","Alberta Energy","0","4.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","4.8","4.8","","","Alberta","","Edmonton","-113.3321823","53.5956206","Capital Power","Capital Power","Clover Bar LFG","Canada"
"201506","BC Hydro Quick Facts","0","0","0","0","0","0","0","33","0","0","0","0","Hydroelectric","Hydroelectric","33","33","","","British Columbia","","Clowhom River","-123.5321081","49.7109333","BC Hydro","BC Hydro","Clowhom","Canada"
"201612","CanWEA","0","0","0","165.6","0","0","0","0","0","0","0","0","Wind","Wind","165.6","165.6","","","Ontario","","Comber","-82.5614429","42.2195095","Comber Wind LP","2016 Comber Wind LP","Comber East / West","Canada"
"201612","CanWEA","0","0","0","22.9","0","0","0","0","0","0","0","0","Wind","Wind","22.9","22.9","","","Ontario","","Alma","-80.5888368","43.7943399","Conestogo Wind, LP","Conestogo Wind, LP","Conestogo","Canada"
"201708","OPG","0","0","0","0","0","0","0","4","0","0","0","0","Hydroelectric","Hydroelectric","4","4","","","Ontario","","Sudbury","-80.81834","46.4746352","Ontario Power Generation Inc","","Coniston","Canada"
"201708","Kruger Energy","0","15.3","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","15.3","15.3","Mill Road","A2H 6B9","Newfoundland and Labrador","","Corner Brook","-57.9495652","48.9561374","Kruger Energy","Kruger","Corner Brook Cogeneration","Canada"
"201703","IESO","0","0","0","0","10","0","0","0","0","0","0","0","Solar","Solar","10","10","","","Ontario","","Cornwall","-74.6899058","45.1024162","Algonquin Power","Cornwall Solar Inc","Cornwall","Canada"
"201512","FortisBC","0","0","0","0","0","0","0","51","0","0","0","0","Hydroelectric","Hydroelectric","51","51","","","British Columbia","","Kootenay River","-117.46863","49.4688768","FortisBC","","Corra Linn","Canada"
"201612","SaskPower","0","0","0","0","0","0","0","186","0","0","0","0","Hydroelectric","Hydroelectric","186","186","","","Saskatchewan","","Nipawin","-106.873648","51.2747686","Saskatchewan Power Corp","Saskatchewan Power Corp","Coteau Creek","Canada"
